emoji,emoji_names,raw
👨‍👦,family_man_boy,<U+0001F468><U+200D><U+0001F466>
👨‍👦‍👦,family_man_boy_boy,<U+0001F468><U+200D><U+0001F466><U+200D><U+0001F466>
👨‍👧,family_man_girl,<U+0001F468><U+200D><U+0001F467>
👨‍👧‍👦,family_man_girl_boy,<U+0001F468><U+200D><U+0001F467><U+200D><U+0001F466>
👨‍👧‍👧,family_man_girl_girl,<U+0001F468><U+200D><U+0001F467><U+200D><U+0001F467>
👩‍👦,family_woman_boy,<U+0001F469><U+200D><U+0001F466>
👩‍👦‍👦,family_woman_boy_boy,<U+0001F469><U+200D><U+0001F466><U+200D><U+0001F466>
👩‍👧,family_woman_girl,<U+0001F469><U+200D><U+0001F467>
👩‍👧‍👦,family_woman_girl_boy,<U+0001F469><U+200D><U+0001F467><U+200D><U+0001F466>
👩‍👧‍👧,family_woman_girl_girl,<U+0001F469><U+200D><U+0001F467><U+200D><U+0001F467>
🗣️,speaking_head,<U+0001F5E3><U+FE0F>
👤,bust_in_silhouette,<U+0001F464>
👥,busts_in_silhouette,<U+0001F465>
👣,footprints,<U+0001F463>
🐵,monkey_face,<U+0001F435>
🐒,monkey,<U+0001F412>
🦍,gorilla,<U+0001F98D>
🦧,orangutan,<U+0001F9A7>
🐶,dog_face,<U+0001F436>
🐕,dog,<U+0001F415>
🦮,guide_dog,<U+0001F9AE>
🐕‍🦺,service_dog,<U+0001F415><U+200D><U+0001F9BA>
🐩,poodle,<U+0001F429>
🐺,wolf,<U+0001F43A>
🦊,fox,<U+0001F98A>
🦝,raccoon,<U+0001F99D>
🐱,cat_face,<U+0001F431>
🐈,cat,<U+0001F408>
🦁,lion,<U+0001F981>
🐯,tiger_face,<U+0001F42F>
🐅,tiger,<U+0001F405>
🐆,leopard,<U+0001F406>
🐴,horse_face,<U+0001F434>
🐎,horse,<U+0001F40E>
🦄,unicorn,<U+0001F984>
🦓,zebra,<U+0001F993>
🦌,deer,<U+0001F98C>
🐮,cow_face,<U+0001F42E>
🐂,ox,<U+0001F402>
🐃,water_buffalo,<U+0001F403>
🐄,cow,<U+0001F404>
🐷,pig_face,<U+0001F437>
🐖,pig,<U+0001F416>
🐗,boar,<U+0001F417>
🐽,pig_nose,<U+0001F43D>
🐏,ram,<U+0001F40F>
🐑,ewe,<U+0001F411>
🐐,goat,<U+0001F410>
🐪,camel,<U+0001F42A>
🐫,two_hump_camel,<U+0001F42B>
🦙,llama,<U+0001F999>
🦒,giraffe,<U+0001F992>
🐘,elephant,<U+0001F418>
🦏,rhinoceros,<U+0001F98F>
🦛,hippopotamus,<U+0001F99B>
🐭,mouse_face,<U+0001F42D>
🐁,mouse,<U+0001F401>
🐀,rat,<U+0001F400>
🐹,hamster,<U+0001F439>
🐰,rabbit_face,<U+0001F430>
🐇,rabbit,<U+0001F407>
🐿️,chipmunk,<U+0001F43F><U+FE0F>
🦔,hedgehog,<U+0001F994>
🦇,bat,<U+0001F987>
🐻,bear,<U+0001F43B>
🐨,koala,<U+0001F428>
🐼,panda,<U+0001F43C>
🦥,sloth,<U+0001F9A5>
🦦,otter,<U+0001F9A6>
🦨,skunk,<U+0001F9A8>
🦘,kangaroo,<U+0001F998>
🦡,badger,<U+0001F9A1>
🐾,paw_prints,<U+0001F43E>
🦃,turkey,<U+0001F983>
🐔,chicken,<U+0001F414>
🐓,rooster,<U+0001F413>
🐣,hatching_chick,<U+0001F423>
🐤,baby_chick,<U+0001F424>
🐥,front_facing_baby_chick,<U+0001F425>
🐦,bird,<U+0001F426>
🐧,penguin,<U+0001F427>
🕊️,dove,<U+0001F54A><U+FE0F>
🦅,eagle,<U+0001F985>
🦆,duck,<U+0001F986>
🦢,swan,<U+0001F9A2>
🦉,owl,<U+0001F989>
🦩,flamingo,<U+0001F9A9>
🦚,peacock,<U+0001F99A>
🦜,parrot,<U+0001F99C>
🐸,frog,<U+0001F438>
🐊,crocodile,<U+0001F40A>
🐢,turtle,<U+0001F422>
🦎,lizard,<U+0001F98E>
🐍,snake,<U+0001F40D>
🐲,dragon_face,<U+0001F432>
🐉,dragon,<U+0001F409>
🦕,sauropod,<U+0001F995>
🦖,t_rex,<U+0001F996>
🐳,spouting_whale,<U+0001F433>
🐋,whale,<U+0001F40B>
🐬,dolphin,<U+0001F42C>
🐟,fish,<U+0001F41F>
🐠,tropical_fish,<U+0001F420>
🐡,blowfish,<U+0001F421>
🦈,shark,<U+0001F988>
🐙,octopus,<U+0001F419>
🐚,spiral_shell,<U+0001F41A>
🐌,snail,<U+0001F40C>
🦋,butterfly,<U+0001F98B>
🐛,bug,<U+0001F41B>
🐜,ant,<U+0001F41C>
🐝,honeybee,<U+0001F41D>
🐞,lady_beetle,<U+0001F41E>
🦗,cricket,<U+0001F997>
🕷️,spider,<U+0001F577><U+FE0F>
🕸️,spider_web,<U+0001F578><U+FE0F>
🦂,scorpion,<U+0001F982>
🦟,mosquito,<U+0001F99F>
🦠,microbe,<U+0001F9A0>
💐,bouquet,<U+0001F490>
🌸,cherry_blossom,<U+0001F338>
💮,white_flower,<U+0001F4AE>
🏵️,rosette,<U+0001F3F5><U+FE0F>
🌹,rose,<U+0001F339>
🥀,wilted_flower,<U+0001F940>
🌺,hibiscus,<U+0001F33A>
🌻,sunflower,<U+0001F33B>
🌼,blossom,<U+0001F33C>
🌷,tulip,<U+0001F337>
🌱,seedling,<U+0001F331>
🌲,evergreen_tree,<U+0001F332>
🌳,deciduous_tree,<U+0001F333>
🌴,palm_tree,<U+0001F334>
🌵,cactus,<U+0001F335>
🌾,sheaf_of_rice,<U+0001F33E>
🌿,herb,<U+0001F33F>
☘️,shamrock,<U+2618><U+FE0F>
🍀,four_leaf_clover,<U+0001F340>
🍁,maple_leaf,<U+0001F341>
🍂,fallen_leaf,<U+0001F342>
🍃,leaf_fluttering_in_wind,<U+0001F343>
🍇,grapes,<U+0001F347>
🍈,melon,<U+0001F348>
🍉,watermelon,<U+0001F349>
🍊,tangerine,<U+0001F34A>
🍋,lemon,<U+0001F34B>
🍌,banana,<U+0001F34C>
🍍,pineapple,<U+0001F34D>
🥭,mango,<U+0001F96D>
🍎,red_apple,<U+0001F34E>
🍏,green_apple,<U+0001F34F>
🍐,pear,<U+0001F350>
🍑,peach,<U+0001F351>
🍒,cherries,<U+0001F352>
🍓,strawberry,<U+0001F353>
🥝,kiwi_fruit,<U+0001F95D>
🍅,tomato,<U+0001F345>
🥥,coconut,<U+0001F965>
🥑,avocado,<U+0001F951>
🍆,eggplant,<U+0001F346>
🥔,potato,<U+0001F954>
🥕,carrot,<U+0001F955>
🌽,ear_of_corn,<U+0001F33D>
🌶️,hot_pepper,<U+0001F336><U+FE0F>
🥒,cucumber,<U+0001F952>
🥬,leafy_green,<U+0001F96C>
🥦,broccoli,<U+0001F966>
🧄,garlic,<U+0001F9C4>
🧅,onion,<U+0001F9C5>
🍄,mushroom,<U+0001F344>
🥜,peanuts,<U+0001F95C>
🌰,chestnut,<U+0001F330>
🍞,bread,<U+0001F35E>
🥐,croissant,<U+0001F950>
🥖,baguette_bread,<U+0001F956>
🥨,pretzel,<U+0001F968>
🥯,bagel,<U+0001F96F>
🥞,pancakes,<U+0001F95E>
🧇,waffle,<U+0001F9C7>
🧀,cheese_wedge,<U+0001F9C0>
🍖,meat_on_bone,<U+0001F356>
🍗,poultry_leg,<U+0001F357>
🥩,cut_of_meat,<U+0001F969>
🥓,bacon,<U+0001F953>
🍔,hamburger,<U+0001F354>
🍟,french_fries,<U+0001F35F>
🍕,pizza,<U+0001F355>
🌭,hot_dog,<U+0001F32D>
🥪,sandwich,<U+0001F96A>
🌮,taco,<U+0001F32E>
🌯,burrito,<U+0001F32F>
🥙,stuffed_flatbread,<U+0001F959>
🧆,falafel,<U+0001F9C6>
🥚,egg,<U+0001F95A>
🍳,cooking,<U+0001F373>
🥘,shallow_pan_of_food,<U+0001F958>
🍲,pot_of_food,<U+0001F372>
🥣,bowl_with_spoon,<U+0001F963>
🥗,green_salad,<U+0001F957>
🍿,popcorn,<U+0001F37F>
🧈,butter,<U+0001F9C8>
🧂,salt,<U+0001F9C2>
🥫,canned_food,<U+0001F96B>
🍱,bento_box,<U+0001F371>
🍘,rice_cracker,<U+0001F358>
🍙,rice_ball,<U+0001F359>
🍚,cooked_rice,<U+0001F35A>
🍛,curry_rice,<U+0001F35B>
🍜,steaming_bowl,<U+0001F35C>
🍝,spaghetti,<U+0001F35D>
🍠,roasted_sweet_potato,<U+0001F360>
🍢,oden,<U+0001F362>
🍣,sushi,<U+0001F363>
🍤,fried_shrimp,<U+0001F364>
🍥,fish_cake_with_swirl,<U+0001F365>
🥮,moon_cake,<U+0001F96E>
🍡,dango,<U+0001F361>
🥟,dumpling,<U+0001F95F>
🥠,fortune_cookie,<U+0001F960>
🥡,takeout_box,<U+0001F961>
🦀,crab,<U+0001F980>
🦞,lobster,<U+0001F99E>
🦐,shrimp,<U+0001F990>
🦑,squid,<U+0001F991>
🦪,oyster,<U+0001F9AA>
🍦,soft_ice_cream,<U+0001F366>
🍧,shaved_ice,<U+0001F367>
🍨,ice_cream,<U+0001F368>
🍩,doughnut,<U+0001F369>
🍪,cookie,<U+0001F36A>
🎂,birthday_cake,<U+0001F382>
🍰,shortcake,<U+0001F370>
🧁,cupcake,<U+0001F9C1>
🥧,pie,<U+0001F967>
🍫,chocolate_bar,<U+0001F36B>
🍬,candy,<U+0001F36C>
🍭,lollipop,<U+0001F36D>
🍮,custard,<U+0001F36E>
🍯,honey_pot,<U+0001F36F>
🍼,baby_bottle,<U+0001F37C>
🥛,glass_of_milk,<U+0001F95B>
☕,hot_beverage,<U+2615>
🍵,teacup_without_handle,<U+0001F375>
🍶,sake,<U+0001F376>
🍾,bottle_with_popping_cork,<U+0001F37E>
🍷,wine_glass,<U+0001F377>
🍸,cocktail_glass,<U+0001F378>
🍹,tropical_drink,<U+0001F379>
🍺,beer_mug,<U+0001F37A>
🍻,clinking_beer_mugs,<U+0001F37B>
🥂,clinking_glasses,<U+0001F942>
🥃,tumbler_glass,<U+0001F943>
🥤,cup_with_straw,<U+0001F964>
🧃,beverage_box,<U+0001F9C3>
🧉,mate,<U+0001F9C9>
🧊,ice,<U+0001F9CA>
🥢,chopsticks,<U+0001F962>
🍽️,fork_and_knife_with_plate,<U+0001F37D><U+FE0F>
🍴,fork_and_knife,<U+0001F374>
🥄,spoon,<U+0001F944>
🔪,kitchen_knife,<U+0001F52A>
🏺,amphora,<U+0001F3FA>
🌍,globe_showing_europe_africa,<U+0001F30D>
🌎,globe_showing_americas,<U+0001F30E>
🌏,globe_showing_asia_australia,<U+0001F30F>
🌐,globe_with_meridians,<U+0001F310>
🗺️,world_map,<U+0001F5FA><U+FE0F>
🗾,map_of_japan,<U+0001F5FE>
🧭,compass,<U+0001F9ED>
🏔️,snow_capped_mountain,<U+0001F3D4><U+FE0F>
⛰️,mountain,<U+26F0><U+FE0F>
🌋,volcano,<U+0001F30B>
🗻,mount_fuji,<U+0001F5FB>
🏕️,camping,<U+0001F3D5><U+FE0F>
🏖️,beach_with_umbrella,<U+0001F3D6><U+FE0F>
🏜️,desert,<U+0001F3DC><U+FE0F>
🏝️,desert_island,<U+0001F3DD><U+FE0F>
🏞️,national_park,<U+0001F3DE><U+FE0F>
🏟️,stadium,<U+0001F3DF><U+FE0F>
🏛️,classical_building,<U+0001F3DB><U+FE0F>
🏗️,building_construction,<U+0001F3D7><U+FE0F>
🧱,brick,<U+0001F9F1>
🏘️,houses,<U+0001F3D8><U+FE0F>
🏚️,derelict_house,<U+0001F3DA><U+FE0F>
🏠,house,<U+0001F3E0>
🏡,house_with_garden,<U+0001F3E1>
🏢,office_building,<U+0001F3E2>
🏣,japanese_post_office,<U+0001F3E3>
🏤,post_office,<U+0001F3E4>
🏥,hospital,<U+0001F3E5>
🏦,bank,<U+0001F3E6>
🏨,hotel,<U+0001F3E8>
🏩,love_hotel,<U+0001F3E9>
🏪,convenience_store,<U+0001F3EA>
🏫,school,<U+0001F3EB>
🏬,department_store,<U+0001F3EC>
🏭,factory,<U+0001F3ED>
🏯,japanese_castle,<U+0001F3EF>
🏰,castle,<U+0001F3F0>
💒,wedding,<U+0001F492>
🗼,tokyo_tower,<U+0001F5FC>
🗽,statue_of_liberty,<U+0001F5FD>
⛪,church,<U+26EA>
🕌,mosque,<U+0001F54C>
🛕,hindu_temple,<U+0001F6D5>
🕍,synagogue,<U+0001F54D>
⛩️,shinto_shrine,<U+26E9><U+FE0F>
🕋,kaaba,<U+0001F54B>
⛲,fountain,<U+26F2>
⛺,tent,<U+26FA>
🌁,foggy,<U+0001F301>
🌃,night_with_stars,<U+0001F303>
🏙️,cityscape,<U+0001F3D9><U+FE0F>
🌄,sunrise_over_mountains,<U+0001F304>
🌅,sunrise,<U+0001F305>
🌆,cityscape_at_dusk,<U+0001F306>
🌇,sunset,<U+0001F307>
🌉,bridge_at_night,<U+0001F309>
♨️,hot_springs,<U+2668><U+FE0F>
🎠,carousel_horse,<U+0001F3A0>
🎡,ferris_wheel,<U+0001F3A1>
🎢,roller_coaster,<U+0001F3A2>
💈,barber_pole,<U+0001F488>
🎪,circus_tent,<U+0001F3AA>
🚂,locomotive,<U+0001F682>
🚃,railway_car,<U+0001F683>
🚄,high_speed_train,<U+0001F684>
🚅,bullet_train,<U+0001F685>
🚆,train,<U+0001F686>
🚇,metro,<U+0001F687>
🚈,light_rail,<U+0001F688>
🚉,station,<U+0001F689>
🚊,tram,<U+0001F68A>
🚝,monorail,<U+0001F69D>
🚞,mountain_railway,<U+0001F69E>
🚋,tram_car,<U+0001F68B>
🚌,bus,<U+0001F68C>
🚍,oncoming_bus,<U+0001F68D>
🚎,trolleybus,<U+0001F68E>
🚐,minibus,<U+0001F690>
🚑,ambulance,<U+0001F691>
🚒,fire_engine,<U+0001F692>
🚓,police_car,<U+0001F693>
🚔,oncoming_police_car,<U+0001F694>
🚕,taxi,<U+0001F695>
🚖,oncoming_taxi,<U+0001F696>
🚗,automobile,<U+0001F697>
🚘,oncoming_automobile,<U+0001F698>
🚙,sport_utility_vehicle,<U+0001F699>
🚚,delivery_truck,<U+0001F69A>
🚛,articulated_lorry,<U+0001F69B>
🚜,tractor,<U+0001F69C>
🏎️,racing_car,<U+0001F3CE><U+FE0F>
🏍️,motorcycle,<U+0001F3CD><U+FE0F>
🛵,motor_scooter,<U+0001F6F5>
🦽,manual_wheelchair,<U+0001F9BD>
🦼,motorized_wheelchair,<U+0001F9BC>
🛺,auto_rickshaw,<U+0001F6FA>
🚲,bicycle,<U+0001F6B2>
🛴,kick_scooter,<U+0001F6F4>
🛹,skateboard,<U+0001F6F9>
🚏,bus_stop,<U+0001F68F>
🛣️,motorway,<U+0001F6E3><U+FE0F>
🛤️,railway_track,<U+0001F6E4><U+FE0F>
🛢️,oil_drum,<U+0001F6E2><U+FE0F>
⛽,fuel_pump,<U+26FD>
🚨,police_car_light,<U+0001F6A8>
🚥,horizontal_traffic_light,<U+0001F6A5>
🚦,vertical_traffic_light,<U+0001F6A6>
🛑,stop_sign,<U+0001F6D1>
🚧,construction,<U+0001F6A7>
⚓,anchor,<U+2693>
⛵,sailboat,<U+26F5>
🛶,canoe,<U+0001F6F6>
🚤,speedboat,<U+0001F6A4>
🛳️,passenger_ship,<U+0001F6F3><U+FE0F>
⛴️,ferry,<U+26F4><U+FE0F>
🛥️,motor_boat,<U+0001F6E5><U+FE0F>
🚢,ship,<U+0001F6A2>
✈️,airplane,<U+2708><U+FE0F>
🛩️,small_airplane,<U+0001F6E9><U+FE0F>
🛫,airplane_departure,<U+0001F6EB>
🛬,airplane_arrival,<U+0001F6EC>
🪂,parachute,<U+0001FA82>
💺,seat,<U+0001F4BA>
🚁,helicopter,<U+0001F681>
🚟,suspension_railway,<U+0001F69F>
🚠,mountain_cableway,<U+0001F6A0>
🚡,aerial_tramway,<U+0001F6A1>
🛰️,satellite,<U+0001F6F0><U+FE0F>
🚀,rocket,<U+0001F680>
🛸,flying_saucer,<U+0001F6F8>
🛎️,bellhop_bell,<U+0001F6CE><U+FE0F>
🧳,luggage,<U+0001F9F3>
⌛,hourglass_done,<U+231B>
⏳,hourglass_not_done,<U+23F3>
⌚,watch,<U+231A>
⏰,alarm_clock,<U+23F0>
⏱️,stopwatch,<U+23F1><U+FE0F>
⏲️,timer_clock,<U+23F2><U+FE0F>
🕰️,mantelpiece_clock,<U+0001F570><U+FE0F>
🕛,twelve_o_clock,<U+0001F55B>
🕧,twelve_thirty,<U+0001F567>
🕐,one_o_clock,<U+0001F550>
🕜,one_thirty,<U+0001F55C>
🕑,two_o_clock,<U+0001F551>
🕝,two_thirty,<U+0001F55D>
🕒,three_o_clock,<U+0001F552>
🕞,three_thirty,<U+0001F55E>
🕓,four_o_clock,<U+0001F553>
🕟,four_thirty,<U+0001F55F>
🕔,five_o_clock,<U+0001F554>
🕠,five_thirty,<U+0001F560>
🕕,six_o_clock,<U+0001F555>
🕡,six_thirty,<U+0001F561>
🕖,seven_o_clock,<U+0001F556>
🕢,seven_thirty,<U+0001F562>
🕗,eight_o_clock,<U+0001F557>
🕣,eight_thirty,<U+0001F563>
🕘,nine_o_clock,<U+0001F558>
🕤,nine_thirty,<U+0001F564>
🕙,ten_o_clock,<U+0001F559>
🕥,ten_thirty,<U+0001F565>
🕚,eleven_o_clock,<U+0001F55A>
🕦,eleven_thirty,<U+0001F566>
🌑,new_moon,<U+0001F311>
🌒,waxing_crescent_moon,<U+0001F312>
🌓,first_quarter_moon,<U+0001F313>
🌔,waxing_gibbous_moon,<U+0001F314>
🌕,full_moon,<U+0001F315>
🌖,waning_gibbous_moon,<U+0001F316>
🌗,last_quarter_moon,<U+0001F317>
🌘,waning_crescent_moon,<U+0001F318>
🌙,crescent_moon,<U+0001F319>
🌚,new_moon_face,<U+0001F31A>
🌛,first_quarter_moon_face,<U+0001F31B>
🌜,last_quarter_moon_face,<U+0001F31C>
🌡️,thermometer,<U+0001F321><U+FE0F>
☀️,sun,<U+2600><U+FE0F>
🌝,full_moon_face,<U+0001F31D>
🌞,sun_with_face,<U+0001F31E>
🪐,ringed_planet,<U+0001FA90>
⭐,star,<U+2B50>
🌟,glowing_star,<U+0001F31F>
🌠,shooting_star,<U+0001F320>
🌌,milky_way,<U+0001F30C>
☁️,cloud,<U+2601><U+FE0F>
⛅,sun_behind_cloud,<U+26C5>
⛈️,cloud_with_lightning_and_rain,<U+26C8><U+FE0F>
🌤️,sun_behind_small_cloud,<U+0001F324><U+FE0F>
🌥️,sun_behind_large_cloud,<U+0001F325><U+FE0F>
🌦️,sun_behind_rain_cloud,<U+0001F326><U+FE0F>
🌧️,cloud_with_rain,<U+0001F327><U+FE0F>
🌨️,cloud_with_snow,<U+0001F328><U+FE0F>
🌩️,cloud_with_lightning,<U+0001F329><U+FE0F>
🌪️,tornado,<U+0001F32A><U+FE0F>
🌫️,fog,<U+0001F32B><U+FE0F>
🌬️,wind_face,<U+0001F32C><U+FE0F>
🌀,cyclone,<U+0001F300>
🌈,rainbow,<U+0001F308>
🌂,closed_umbrella,<U+0001F302>
☂️,umbrella,<U+2602><U+FE0F>
☔,umbrella_with_rain_drops,<U+2614>
⛱️,umbrella_on_ground,<U+26F1><U+FE0F>
⚡,high_voltage,<U+26A1>
❄️,snowflake,<U+2744><U+FE0F>
☃️,snowman,<U+2603><U+FE0F>
⛄,snowman_without_snow,<U+26C4>
☄️,comet,<U+2604><U+FE0F>
🔥,fire,<U+0001F525>
💧,droplet,<U+0001F4A7>
🌊,water_wave,<U+0001F30A>
🎃,jack_o_lantern,<U+0001F383>
🎄,christmas_tree,<U+0001F384>
🎆,fireworks,<U+0001F386>
🎇,sparkler,<U+0001F387>
🧨,firecracker,<U+0001F9E8>
✨,sparkles,<U+2728>
🎈,balloon,<U+0001F388>
🎉,party_popper,<U+0001F389>
🎊,confetti_ball,<U+0001F38A>
🎋,tanabata_tree,<U+0001F38B>
🎍,pine_decoration,<U+0001F38D>
🎎,japanese_dolls,<U+0001F38E>
🎏,carp_streamer,<U+0001F38F>
🎐,wind_chime,<U+0001F390>
🎑,moon_viewing_ceremony,<U+0001F391>
🧧,red_envelope,<U+0001F9E7>
🎀,ribbon,<U+0001F380>
🎁,wrapped_gift,<U+0001F381>
🎗️,reminder_ribbon,<U+0001F397><U+FE0F>
🎟️,admission_tickets,<U+0001F39F><U+FE0F>
🎫,ticket,<U+0001F3AB>
🎖️,military_medal,<U+0001F396><U+FE0F>
🏆,trophy,<U+0001F3C6>
🏅,sports_medal,<U+0001F3C5>
🥇,1st_place_medal,<U+0001F947>
🥈,2nd_place_medal,<U+0001F948>
🥉,3rd_place_medal,<U+0001F949>
⚽,soccer_ball,<U+26BD>
⚾,baseball,<U+26BE>
🥎,softball,<U+0001F94E>
🏀,basketball,<U+0001F3C0>
🏐,volleyball,<U+0001F3D0>
🏈,american_football,<U+0001F3C8>
🏉,rugby_football,<U+0001F3C9>
🎾,tennis,<U+0001F3BE>
🥏,flying_disc,<U+0001F94F>
🎳,bowling,<U+0001F3B3>
🏏,cricket_game,<U+0001F3CF>
🏑,field_hockey,<U+0001F3D1>
🏒,ice_hockey,<U+0001F3D2>
🥍,lacrosse,<U+0001F94D>
🏓,ping_pong,<U+0001F3D3>
🏸,badminton,<U+0001F3F8>
🥊,boxing_glove,<U+0001F94A>
🥋,martial_arts_uniform,<U+0001F94B>
🥅,goal_net,<U+0001F945>
⛳,flag_in_hole,<U+26F3>
⛸️,ice_skate,<U+26F8><U+FE0F>
🎣,fishing_pole,<U+0001F3A3>
🤿,diving_mask,<U+0001F93F>
🎽,running_shirt,<U+0001F3BD>
🎿,skis,<U+0001F3BF>
🛷,sled,<U+0001F6F7>
🥌,curling_stone,<U+0001F94C>
🎯,direct_hit,<U+0001F3AF>
🪀,yo_yo,<U+0001FA80>
🪁,kite,<U+0001FA81>
🎱,pool_8_ball,<U+0001F3B1>
🔮,crystal_ball,<U+0001F52E>
🧿,nazar_amulet,<U+0001F9FF>
🎮,video_game,<U+0001F3AE>
🕹️,joystick,<U+0001F579><U+FE0F>
🎰,slot_machine,<U+0001F3B0>
🎲,game_die,<U+0001F3B2>
🧩,puzzle_piece,<U+0001F9E9>
🧸,teddy_bear,<U+0001F9F8>
♠️,spade_suit,<U+FE0F>
♥️,heart_suit,<U+FE0F>
♦️,diamond_suit,<U+FE0F>
♣️,club_suit,<U+FE0F>
♟️,chess_pawn,<U+265F><U+FE0F>
🃏,joker,<U+0001F0CF>
🀄,mahjong_red_dragon,<U+0001F004>
🎴,flower_playing_cards,<U+0001F3B4>
🎭,performing_arts,<U+0001F3AD>
🖼️,framed_picture,<U+0001F5BC><U+FE0F>
🎨,artist_palette,<U+0001F3A8>
🧵,thread,<U+0001F9F5>
🧶,yarn,<U+0001F9F6>
👓,glasses,<U+0001F453>
🕶️,sunglasses,<U+0001F576><U+FE0F>
🥽,goggles,<U+0001F97D>
🥼,lab_coat,<U+0001F97C>
🦺,safety_vest,<U+0001F9BA>
👔,necktie,<U+0001F454>
👕,t_shirt,<U+0001F455>
👖,jeans,<U+0001F456>
🧣,scarf,<U+0001F9E3>
🧤,gloves,<U+0001F9E4>
🧥,coat,<U+0001F9E5>
🧦,socks,<U+0001F9E6>
👗,dress,<U+0001F457>
👘,kimono,<U+0001F458>
🥻,sari,<U+0001F97B>
🩱,one_piece_swimsuit,<U+0001FA71>
🩲,briefs,<U+0001FA72>
🩳,shorts,<U+0001FA73>
👙,bikini,<U+0001F459>
👚,woman_s_clothes,<U+0001F45A>
👛,purse,<U+0001F45B>
👜,handbag,<U+0001F45C>
👝,clutch_bag,<U+0001F45D>
🛍️,shopping_bags,<U+0001F6CD><U+FE0F>
🎒,backpack,<U+0001F392>
👞,man_s_shoe,<U+0001F45E>
👟,running_shoe,<U+0001F45F>
🥾,hiking_boot,<U+0001F97E>
🥿,flat_shoe,<U+0001F97F>
👠,high_heeled_shoe,<U+0001F460>
👡,woman_s_sandal,<U+0001F461>
🩰,ballet_shoes,<U+0001FA70>
👢,woman_s_boot,<U+0001F462>
👑,crown,<U+0001F451>
👒,woman_s_hat,<U+0001F452>
🎩,top_hat,<U+0001F3A9>
🎓,graduation_cap,<U+0001F393>
🧢,billed_cap,<U+0001F9E2>
⛑️,rescue_worker_s_helmet,<U+26D1><U+FE0F>
📿,prayer_beads,<U+0001F4FF>
💄,lipstick,<U+0001F484>
💍,ring,<U+0001F48D>
💎,gem_stone,<U+0001F48E>
🔇,muted_speaker,<U+0001F507>
🔈,speaker_low_volume,<U+0001F508>
🔉,speaker_medium_volume,<U+0001F509>
🔊,speaker_high_volume,<U+0001F50A>
📢,loudspeaker,<U+0001F4E2>
📣,megaphone,<U+0001F4E3>
📯,postal_horn,<U+0001F4EF>
🔔,bell,<U+0001F514>
🔕,bell_with_slash,<U+0001F515>
🎼,musical_score,<U+0001F3BC>
🎵,musical_note,<U+0001F3B5>
🎶,musical_notes,<U+0001F3B6>
🎙️,studio_microphone,<U+0001F399><U+FE0F>
🎚️,level_slider,<U+0001F39A><U+FE0F>
🎛️,control_knobs,<U+0001F39B><U+FE0F>
🎤,microphone,<U+0001F3A4>
🎧,headphone,<U+0001F3A7>
📻,radio,<U+0001F4FB>
🎷,saxophone,<U+0001F3B7>
🎸,guitar,<U+0001F3B8>
🎹,musical_keyboard,<U+0001F3B9>
🎺,trumpet,<U+0001F3BA>
🎻,violin,<U+0001F3BB>
🪕,banjo,<U+0001FA95>
🥁,drum,<U+0001F941>
📱,mobile_phone,<U+0001F4F1>
📲,mobile_phone_with_arrow,<U+0001F4F2>
☎️,telephone,<U+260E><U+FE0F>
📞,telephone_receiver,<U+0001F4DE>
📟,pager,<U+0001F4DF>
📠,fax_machine,<U+0001F4E0>
🔋,battery,<U+0001F50B>
🔌,electric_plug,<U+0001F50C>
💻,laptop,<U+0001F4BB>
🖥️,desktop_computer,<U+0001F5A5><U+FE0F>
🖨️,printer,<U+0001F5A8><U+FE0F>
⌨️,keyboard,<U+2328><U+FE0F>
🖱️,computer_mouse,<U+0001F5B1><U+FE0F>
🖲️,trackball,<U+0001F5B2><U+FE0F>
💽,computer_disk,<U+0001F4BD>
💾,floppy_disk,<U+0001F4BE>
💿,optical_disk,<U+0001F4BF>
📀,dvd,<U+0001F4C0>
🧮,abacus,<U+0001F9EE>
🎥,movie_camera,<U+0001F3A5>
🎞️,film_frames,<U+0001F39E><U+FE0F>
📽️,film_projector,<U+0001F4FD><U+FE0F>
🎬,clapper_board,<U+0001F3AC>
📺,television,<U+0001F4FA>
📷,camera,<U+0001F4F7>
📸,camera_with_flash,<U+0001F4F8>
📹,video_camera,<U+0001F4F9>
📼,videocassette,<U+0001F4FC>
🔍,magnifying_glass_tilted_left,<U+0001F50D>
🔎,magnifying_glass_tilted_right,<U+0001F50E>
🕯️,candle,<U+0001F56F><U+FE0F>
💡,light_bulb,<U+0001F4A1>
🔦,flashlight,<U+0001F526>
🏮,red_paper_lantern,<U+0001F3EE>
🪔,diya_lamp,<U+0001FA94>
📔,notebook_with_decorative_cover,<U+0001F4D4>
📕,closed_book,<U+0001F4D5>
📖,open_book,<U+0001F4D6>
📗,green_book,<U+0001F4D7>
📘,blue_book,<U+0001F4D8>
📙,orange_book,<U+0001F4D9>
📚,books,<U+0001F4DA>
📓,notebook,<U+0001F4D3>
📒,ledger,<U+0001F4D2>
📃,page_with_curl,<U+0001F4C3>
📜,scroll,<U+0001F4DC>
📄,page_facing_up,<U+0001F4C4>
📰,newspaper,<U+0001F4F0>
🗞️,rolled_up_newspaper,<U+0001F5DE><U+FE0F>
📑,bookmark_tabs,<U+0001F4D1>
🔖,bookmark,<U+0001F516>
🏷️,label,<U+0001F3F7><U+FE0F>
